گروه,رتبه,نام_استراتژی,تعداد_تکرار,تعداد_سود,تعداد_ضرر,وین‌ریت_(%),میانگین_بازده_(%),بازه_زمانی_شروع,بازه_زمانی_پایان,تعداد_روز_فعال,تعداد_روز_کل_بازه
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),8,5,3,62.5,0.0040306158602436,2017-12-13,2018-08-09,240,240
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),7,1,6,14.285714285714285,0.0016721300957757,2018-01-12,2018-08-09,210,210
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),1,1,0,100.0,0.027272727272727,2018-05-10,2018-06-11,33,33
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),8,5,3,62.5,0.0040306158602436,2017-12-13,2018-08-09,240,240
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),7,1,6,14.285714285714285,0.0016721300957757,2018-01-12,2018-08-09,210,210
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),1,1,0,100.0,0.027272727272727,2018-05-10,2018-06-11,33,33
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CoreCPI,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),1,0,1,0.0,-0.016666666666666,2018-02-14,2018-03-12,27,27
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),8,4,4,50.0,0.0041083519393611,2017-12-12,2018-08-08,240,240
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),7,1,6,14.285714285714285,0.0015622335414737,2018-01-11,2018-08-08,210,210
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),1,1,0,100.0,0.025714285714285,2018-05-09,2018-06-12,35,35
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_CorePPI,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),1,0,1,0.0,-0.016666666666666,2018-02-15,2018-03-13,27,27
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),5,2,3,40.0,0.001979591836735,2017-12-13,2018-07-31,231,231
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),5,3,2,60.0,0.0013012296913987,2017-12-13,2018-07-31,231,231
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),1,1,0,100.0,0.021428571428571,2018-05-02,2018-06-12,42,42
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),8,4,4,50.0,0.0041083519393611,2017-12-12,2018-08-08,240,240
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),7,1,6,14.285714285714285,0.0015622335414737,2018-01-11,2018-08-08,210,210
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),1,1,0,100.0,0.025714285714285,2018-05-09,2018-06-12,35,35
ETHUSDT__post_15.0_simple_hybrid_newyork_unknown_PPI,4,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),1,0,1,0.0,-0.016666666666666,2018-02-15,2018-03-13,27,27
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),90,44,46,48.888888888888886,0.0002982124849255,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),85,30,55,35.294117647058826,-0.0014533523105684,2018-08-10,2026-05-30,2730,2851
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI,3,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),45,15,30,33.33333333333333,-0.0015120818515383001,2018-09-13,2026-05-30,1507,2817
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),13,3,10,23.076923076923077,-0.0015117768216969,2019-07-11,2025-10-23,418,2297
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),91,44,47,48.35164835164835,0.0002744110975081,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),86,30,56,34.883720930232556,-0.0014227716950847,2018-08-10,2026-05-30,2730,2851
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),13,3,10,23.076923076923077,-0.0015117768216969,2019-07-11,2025-10-23,418,2297
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),90,44,46,48.888888888888886,0.0002982124849255,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),85,30,55,35.294117647058826,-0.0014533523105684,2018-08-10,2026-05-30,2730,2851
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CoreCPI,3,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),45,15,30,33.33333333333333,-0.0015120818515383001,2018-09-13,2026-05-30,1507,2817
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CoreCPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),13,3,10,23.076923076923077,-0.0015117768216969,2019-07-11,2025-10-23,418,2297
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),91,40,51,43.956043956043956,0.0002833612643506,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),85,30,55,35.294117647058826,-0.0013504923701423,2018-08-09,2026-05-30,2714,2852
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CorePPI,3,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),42,15,27,35.714285714285715,-0.0009779210887272,2018-09-12,2026-05-30,1414,2818
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),13,3,10,23.076923076923077,-0.0014301754613485,2019-07-12,2025-11-24,444,2328
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),65,34,31,52.307692307692314,0.0001699309357996,2018-06-13,2026-06-16,2926,2926
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),63,28,35,44.44444444444444,-6.332163420168268e-05,2018-08-01,2026-06-16,2865,2877
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),14,3,11,21.428571428571427,-0.0037344509232262,2019-07-31,2025-10-28,666,2282
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_15m (ETHUSDT),91,40,51,43.956043956043956,0.0002833612643506,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_15m (ETHUSDT),85,30,55,35.294117647058826,-0.0013504923701423,2018-08-09,2026-05-30,2714,2852
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_PPI,3,B4Ic14-30-57_TLpP5-mT4-pR001_BrT012_LadLine_BufOff_15m (ETHUSDT),42,15,27,35.714285714285715,-0.0009779210887272,2018-09-12,2026-05-30,1414,2818
ETHUSDT__post_15.0_simple_hybrid_newyork_volatile_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),13,3,10,23.076923076923077,-0.0014301754613485,2019-07-12,2025-11-24,444,2328
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),2,1,1,50.0,-0.002212643678161,2023-07-12,2023-09-12,63,63
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.01551724137931,2023-07-12,2023-08-09,29,29
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),2,1,1,50.0,-0.002212643678161,2023-07-12,2023-09-12,63,63
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.01551724137931,2023-07-12,2023-08-09,29,29
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),2,1,1,50.0,-0.002212643678161,2023-07-12,2023-09-12,63,63
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.01551724137931,2023-07-12,2023-08-09,29,29
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),2,0,2,0.0,-0.0037035158891135,2023-07-13,2023-09-13,63,63
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.01551724137931,2023-07-13,2023-08-10,29,29
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),1,0,1,0.0,-0.001785714285714,2023-07-26,2023-09-19,56,56
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.008035714285714,2023-07-26,2023-09-19,56,56
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),2,0,2,0.0,-0.0037035158891135,2023-07-13,2023-09-13,63,63
ETHUSDT__post_15.0_simple_hybrid_none_trending_up_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),1,0,1,0.0,-0.01551724137931,2023-07-13,2023-08-10,29,29
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),8,7,1,87.5,0.0067862835003903,2017-12-13,2018-08-09,240,240
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),7,3,4,42.857142857142854,-0.0022670289480634,2018-01-12,2018-08-09,210,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),6,4,2,66.66666666666666,0.0150960756995238,2018-01-12,2018-08-09,181,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),5,3,2,60.0,0.0025780022446688,2018-02-14,2018-07-11,148,148
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),8,7,1,87.5,0.0067862835003903,2017-12-13,2018-08-09,240,240
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),7,3,4,42.857142857142854,-0.0022670289480634,2018-01-12,2018-08-09,210,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),6,4,2,66.66666666666666,0.0150960756995238,2018-01-12,2018-08-09,181,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),5,3,2,60.0,0.0025780022446688,2018-02-14,2018-07-11,148,148
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),8,7,1,87.5,0.0067862835003903,2017-12-13,2018-08-09,240,240
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),7,3,4,42.857142857142854,-0.0022670289480634,2018-01-12,2018-08-09,210,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),6,4,2,66.66666666666666,0.0150960756995238,2018-01-12,2018-08-09,181,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CoreCPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),5,3,2,60.0,0.0025780022446688,2018-02-14,2018-07-11,148,148
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),8,6,2,75.0,0.0061055853264132,2017-12-12,2018-08-08,240,240
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),7,3,4,42.857142857142854,-0.0021236867720857,2018-01-11,2018-08-08,210,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),6,5,1,83.33333333333334,0.016757434774676,2018-01-11,2018-08-08,183,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),6,2,4,33.33333333333333,0.0007052393115613,2018-01-11,2018-07-10,181,181
ETHUSDT__post_15.0_simple_hybrid_none_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),5,4,1,80.0,0.0125034013605438,2017-12-13,2018-07-31,231,231
ETHUSDT__post_15.0_simple_hybrid_none_unknown_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),5,4,1,80.0,0.0020822312881422,2017-12-13,2018-07-31,231,231
ETHUSDT__post_15.0_simple_hybrid_none_unknown_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),5,1,4,20.0,-0.0019597867573674,2017-12-13,2018-07-31,231,231
ETHUSDT__post_15.0_simple_hybrid_none_unknown_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),4,3,1,75.0,0.0046556122448975,2018-01-31,2018-07-31,182,182
ETHUSDT__post_15.0_simple_hybrid_none_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),8,6,2,75.0,0.0061055853264132,2017-12-12,2018-08-08,240,240
ETHUSDT__post_15.0_simple_hybrid_none_unknown_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),7,3,4,42.857142857142854,-0.0021236867720857,2018-01-11,2018-08-08,210,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),6,5,1,83.33333333333334,0.016757434774676,2018-01-11,2018-08-08,183,210
ETHUSDT__post_15.0_simple_hybrid_none_unknown_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),6,2,4,33.33333333333333,0.0007052393115613,2018-01-11,2018-07-10,181,181
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),90,44,46,48.888888888888886,0.0010096287746566,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),90,45,45,50.0,0.0001323154239006,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),83,41,42,49.39759036144578,0.0028009939763646,2018-08-10,2026-05-27,2662,2848
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),30,11,19,36.666666666666664,0.0001295132810158,2018-09-13,2025-10-23,949,2598
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),91,44,47,48.35164835164835,0.0009245956075582998,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI_y_y,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),91,45,46,49.45054945054945,9.086466810067216e-05,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI_y_y,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),84,42,42,50.0,0.0028229326339688,2018-08-10,2026-05-27,2662,2848
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CPI_y_y,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),30,11,19,36.666666666666664,0.0001295132810158,2018-09-13,2025-10-23,949,2598
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),90,44,46,48.888888888888886,0.0010096287746566,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CoreCPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),90,45,45,50.0,0.0001323154239006,2018-07-12,2026-05-31,2881,2881
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CoreCPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),83,41,42,49.39759036144578,0.0028009939763646,2018-08-10,2026-05-27,2662,2848
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CoreCPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),30,11,19,36.666666666666664,0.0001295132810158,2018-09-13,2025-10-23,949,2598
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),91,42,49,46.15384615384615,0.0003708353840692,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CorePPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),91,41,50,45.05494505494506,0.0001585902089435,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CorePPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),84,44,40,52.38095238095239,0.0036943560555647,2018-08-09,2026-05-27,2664,2849
ETHUSDT__post_15.0_simple_hybrid_none_volatile_CorePPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),34,12,22,35.294117647058826,0.0020289854827327,2018-09-12,2025-11-24,1104,2631
ETHUSDT__post_15.0_simple_hybrid_none_volatile_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),65,30,35,46.15384615384615,0.0009892489613299,2018-06-13,2026-06-16,2926,2926
ETHUSDT__post_15.0_simple_hybrid_none_volatile_FOMC,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),65,30,35,46.15384615384615,3.9581828901094125e-05,2018-06-13,2026-06-16,2926,2926
ETHUSDT__post_15.0_simple_hybrid_none_volatile_FOMC,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),61,33,28,54.09836065573771,0.0020673058628589,2018-08-01,2026-06-16,2744,2877
ETHUSDT__post_15.0_simple_hybrid_none_volatile_FOMC,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),31,10,21,32.25806451612903,-0.0006505242382022,2018-09-26,2025-10-28,1430,2590
ETHUSDT__post_15.0_simple_hybrid_none_volatile_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOn_1h (ETHUSDT),91,42,49,46.15384615384615,0.0003708353840692,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_none_volatile_PPI,2,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_1h (ETHUSDT),91,41,50,45.05494505494506,0.0001585902089435,2018-07-11,2026-05-31,2882,2882
ETHUSDT__post_15.0_simple_hybrid_none_volatile_PPI,3,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_5m (ETHUSDT),84,44,40,52.38095238095239,0.0036943560555647,2018-08-09,2026-05-27,2664,2849
ETHUSDT__post_15.0_simple_hybrid_none_volatile_PPI,4,B4Ic14-30-57_TLpP5-mT3-pR001_BrT012_DvgBull_LadFib_BufOff_15m (ETHUSDT),34,12,22,35.294117647058826,0.0020289854827327,2018-09-12,2025-11-24,1104,2631
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_CPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),5,0,5,0.0,-0.0112643678160916,2018-01-12,2018-06-11,151,151
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_CPI_y_y,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),5,0,5,0.0,-0.0112643678160916,2018-01-12,2018-06-11,151,151
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_CoreCPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),5,0,5,0.0,-0.0112643678160916,2018-01-12,2018-06-11,151,151
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_CorePPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),5,0,5,0.0,-0.0111845770236568,2018-01-11,2018-06-12,153,153
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_FOMC,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),4,0,4,0.0,-0.0068239795918362,2017-12-13,2018-06-12,182,182
ETHUSDT__post_30.0_simple_hybrid_asia_tokyo_unknown_PPI,1,B4Ic14-30-57_TLpP5-mT3-pR04_BrT012_LadFib_BufOff_30m (ETHUSDT),5,0,5,0.0,-0.0111845770236568,2018-01-11,2018-06-12,153,153
